,subj_idx,response,split_by,rt,trial,feedback,samp,type
8620,0,1.0,0,1.145,71,0.0,0,observed
8621,0,1.0,1,0.475,71,1.0,0,observed
8622,0,0.0,0,0.795,72,0.0,0,observed
8623,0,1.0,1,0.518,72,1.0,0,observed
8624,0,0.0,0,1.923,73,1.0,0,observed
8625,0,0.0,1,0.83,73,0.0,0,observed
8626,0,0.0,0,0.708,74,0.0,0,observed
8627,0,0.0,1,0.522,74,0.0,0,observed
8628,0,0.0,0,2.022,75,0.0,0,observed
8629,0,0.0,1,0.977,75,0.0,0,observed
8630,0,1.0,0,1.147,76,1.0,0,observed
8631,0,0.0,1,0.433,76,0.0,0,observed
8632,0,1.0,0,0.628,77,1.0,0,observed
8633,0,0.0,1,0.869,77,0.0,0,observed
8634,0,0.0,0,1.692,78,1.0,0,observed
8635,0,1.0,1,0.689,78,1.0,0,observed
8636,0,0.0,0,2.197,79,1.0,0,observed
8637,0,1.0,1,0.386,79,1.0,0,observed
8638,0,1.0,0,0.591,80,1.0,0,observed
8639,0,1.0,1,0.73,80,1.0,0,observed
8640,0,1.0,0,1.134,81,0.0,0,observed
8641,0,1.0,1,0.689,81,1.0,0,observed
8642,0,1.0,0,0.718,82,1.0,0,observed
8643,0,1.0,1,1.073,82,0.0,0,observed
8644,0,0.0,0,1.641,83,1.0,0,observed
8645,0,0.0,1,0.521,83,1.0,0,observed
8646,0,0.0,0,1.913,84,0.0,0,observed
8647,0,0.0,1,0.483,84,1.0,0,observed
8648,0,1.0,0,1.355,85,1.0,0,observed
8649,0,0.0,1,0.643,85,0.0,0,observed
8650,0,1.0,0,0.897,86,0.0,0,observed
8651,0,0.0,1,1.27,86,1.0,0,observed
8652,0,0.0,0,0.357,87,1.0,0,observed
8653,0,0.0,1,0.583,87,1.0,0,observed
8654,0,0.0,0,0.391,88,1.0,0,observed
8655,0,0.0,1,1.145,88,1.0,0,observed
8656,0,0.0,0,1.064,89,1.0,0,observed
8657,0,0.0,1,0.481,89,1.0,0,observed
8658,0,1.0,0,0.491,90,0.0,0,observed
8659,0,0.0,1,0.622,90,1.0,0,observed
8660,0,0.0,0,0.613,91,0.0,0,observed
8661,0,0.0,1,0.705,91,1.0,0,observed
8662,0,1.0,0,0.73,92,0.0,0,observed
8663,0,1.0,1,0.512,92,0.0,0,observed
8664,0,1.0,0,1.777,93,1.0,0,observed
8665,0,0.0,1,0.783,93,0.0,0,observed
8666,0,1.0,0,0.368,94,1.0,0,observed
8667,0,0.0,1,0.603,94,1.0,0,observed
8668,0,0.0,0,1.572,95,1.0,0,observed
8669,0,0.0,1,0.535,95,1.0,0,observed
8670,0,1.0,0,1.972,96,0.0,0,observed
8671,0,0.0,1,0.403,96,1.0,0,observed
8672,0,0.0,0,0.35,97,1.0,0,observed
8673,0,0.0,1,0.32,97,1.0,0,observed
8674,0,0.0,0,0.318,98,1.0,0,observed
8675,0,0.0,1,0.316,98,1.0,0,observed
8676,0,1.0,0,0.839,99,1.0,0,observed
8677,0,0.0,1,0.426,99,0.0,0,observed
8678,0,0.0,0,1.611,100,0.0,0,observed
8679,0,0.0,1,0.695,100,1.0,0,observed
8680,0,0.0,0,0.307,101,0.0,0,observed
8681,0,0.0,1,0.38,101,1.0,0,observed
8682,0,1.0,0,1.598,102,0.0,0,observed
8683,0,0.0,1,0.336,102,1.0,0,observed
8684,0,0.0,0,0.543,103,0.0,0,observed
8685,0,0.0,1,0.428,103,0.0,0,observed
8686,0,0.0,0,0.945,104,1.0,0,observed
8687,0,0.0,1,0.92,104,0.0,0,observed
8688,0,0.0,0,0.65,105,1.0,0,observed
8689,0,1.0,1,0.553,105,1.0,0,observed
8690,0,0.0,0,0.681,106,1.0,0,observed
8691,0,1.0,1,0.401,106,1.0,0,observed
8692,0,1.0,0,2.351,107,0.0,0,observed
8693,0,1.0,1,0.402,107,1.0,0,observed
8694,0,0.0,0,0.443,108,1.0,0,observed
8695,0,1.0,1,0.302,108,0.0,0,observed
8696,0,0.0,0,0.453,109,1.0,0,observed
8697,0,0.0,1,0.457,109,1.0,0,observed
8698,0,0.0,0,0.467,110,0.0,0,observed
8699,0,1.0,1,0.476,110,0.0,0,observed
8700,0,1.0,0,1.546,111,0.0,0,observed
8701,0,1.0,1,0.499,111,0.0,0,observed
8702,0,1.0,0,1.096,112,0.0,0,observed
8703,0,0.0,1,0.42,112,1.0,0,observed
8704,0,0.0,0,0.371,113,1.0,0,observed
8705,0,0.0,1,0.604,113,1.0,0,observed
8706,0,0.0,0,0.425,114,1.0,0,observed
8707,0,0.0,1,0.638,114,1.0,0,observed
8708,0,1.0,0,0.612,115,0.0,0,observed
8709,0,0.0,1,0.529,115,1.0,0,observed
8710,0,0.0,0,0.557,116,0.0,0,observed
8711,0,0.0,1,1.091,116,0.0,0,observed
8712,0,1.0,0,0.37,117,0.0,0,observed
8713,0,1.0,1,0.521,117,0.0,0,observed
8714,0,1.0,0,1.287,118,0.0,0,observed
8715,0,0.0,1,0.398,118,0.0,0,observed
8716,0,0.0,0,0.78,119,1.0,0,observed
8717,0,1.0,1,0.373,119,1.0,0,observed
8718,0,0.0,0,0.338,120,1.0,0,observed
8719,0,1.0,1,0.449,120,0.0,0,observed
8720,0,0.0,0,0.465,121,0.0,0,observed
8721,0,0.0,1,0.449,121,1.0,0,observed
8722,0,0.0,0,0.38,122,1.0,0,observed
8723,0,0.0,1,0.628,122,1.0,0,observed
8724,0,0.0,0,0.576,123,1.0,0,observed
8725,0,0.0,1,0.579,123,1.0,0,observed
8726,0,1.0,0,0.569,124,1.0,0,observed
8727,0,0.0,1,0.446,124,1.0,0,observed
8728,0,0.0,0,0.407,125,0.0,0,observed
8729,0,0.0,1,0.479,125,0.0,0,observed
8730,0,0.0,0,0.377,126,0.0,0,observed
8731,0,1.0,1,0.475,126,0.0,0,observed
8732,0,0.0,0,2.252,127,1.0,0,observed
8733,0,1.0,1,0.457,127,0.0,0,observed
8734,0,1.0,0,0.733,128,1.0,0,observed
8735,0,0.0,1,0.569,128,1.0,0,observed
8736,0,1.0,0,0.387,129,0.0,0,observed
8737,0,0.0,1,0.519,129,1.0,0,observed
8738,0,1.0,0,1.65,130,1.0,0,observed
8739,0,0.0,1,0.472,130,0.0,0,observed
8740,0,1.0,0,0.462,131,0.0,0,observed
8741,0,0.0,1,1.679,131,0.0,0,observed
8742,0,1.0,0,0.436,132,0.0,0,observed
8743,0,0.0,1,0.675,132,1.0,0,observed
8744,0,1.0,0,0.353,133,1.0,0,observed
8745,0,0.0,1,0.741,133,0.0,0,observed
8746,0,0.0,0,0.379,134,0.0,0,observed
8747,0,0.0,1,0.457,134,0.0,0,observed
8748,0,0.0,0,0.203,135,0.0,0,observed
8749,0,0.0,1,0.436,135,0.0,0,observed
8750,0,1.0,0,0.855,136,1.0,0,observed
8751,0,1.0,1,0.577,136,0.0,0,observed
8752,0,0.0,0,0.785,137,0.0,0,observed
8753,0,0.0,1,0.444,137,0.0,0,observed
8754,0,0.0,0,1.177,138,1.0,0,observed
8755,0,0.0,1,2.365,138,0.0,0,observed
8756,0,0.0,0,0.363,139,0.0,0,observed
8757,0,0.0,1,0.784,139,0.0,0,observed
8758,0,1.0,0,1.25,140,1.0,0,observed
8759,0,0.0,1,0.415,140,1.0,0,observed
8760,0,1.0,0,0.854,141,0.0,0,observed
8761,0,0.0,1,0.564,141,0.0,0,observed
8762,0,1.0,0,0.599,142,1.0,0,observed
8763,0,1.0,1,1.772,142,1.0,0,observed
8764,0,1.0,0,1.233,143,1.0,0,observed
8765,0,1.0,1,0.498,143,1.0,0,observed
8766,0,0.0,0,0.684,144,0.0,0,observed
8767,0,1.0,1,0.541,144,1.0,0,observed
8768,0,0.0,0,1.839,145,0.0,0,observed
8769,0,1.0,1,0.513,145,1.0,0,observed
8770,0,0.0,0,0.753,146,0.0,0,observed
8771,0,1.0,1,1.56,146,1.0,0,observed
8772,0,1.0,0,0.697,147,0.0,0,observed
8773,0,0.0,1,0.933,147,0.0,0,observed
8774,0,0.0,0,1.307,148,0.0,0,observed
8775,0,1.0,1,0.761,148,1.0,0,observed
8776,0,0.0,0,0.449,149,1.0,0,observed
8777,0,1.0,1,0.547,149,1.0,0,observed
8778,0,0.0,0,0.401,150,0.0,0,observed
8779,0,1.0,1,0.98,150,1.0,0,observed
8780,0,1.0,0,0.458,151,1.0,0,observed
8781,0,1.0,1,0.961,151,0.0,0,observed
8782,0,1.0,0,0.421,152,1.0,0,observed
8783,0,1.0,1,1.206,152,1.0,0,observed
8784,0,1.0,0,0.469,153,1.0,0,observed
8785,0,1.0,1,0.496,153,1.0,0,observed
8786,0,1.0,0,1.592,154,0.0,0,observed
8787,0,1.0,1,0.796,154,1.0,0,observed
8788,0,1.0,0,1.584,155,1.0,0,observed
8789,0,1.0,1,0.629,155,1.0,0,observed
8790,0,1.0,0,0.687,156,1.0,0,observed
8791,0,1.0,1,0.539,156,1.0,0,observed
8792,0,1.0,0,0.586,157,1.0,0,observed
8793,0,1.0,1,0.4,157,1.0,0,observed
8794,0,0.0,0,1.043,158,0.0,0,observed
8795,0,1.0,1,0.48,158,1.0,0,observed
8796,0,0.0,0,0.399,159,0.0,0,observed
8797,0,1.0,1,0.98,159,1.0,0,observed
8798,0,0.0,0,2.043,160,0.0,0,observed
8799,0,1.0,1,0.725,160,1.0,0,observed
10880,1,0.0,0,2.024,1,1.0,0,observed
10881,1,0.0,1,0.689,1,1.0,0,observed
10882,1,0.0,0,0.908,2,0.0,0,observed
10883,1,0.0,1,0.215,2,1.0,0,observed
10884,1,1.0,0,1.749,3,1.0,0,observed
10885,1,1.0,1,0.197,3,0.0,0,observed
10886,1,1.0,0,0.733,4,0.0,0,observed
10887,1,1.0,1,1.064,4,0.0,0,observed
10888,1,0.0,0,1.406,5,0.0,0,observed
10889,1,0.0,1,0.894,5,0.0,0,observed
10890,1,1.0,0,1.463,6,0.0,0,observed
10891,1,1.0,1,0.184,6,0.0,0,observed
10892,1,0.0,0,0.497,7,0.0,0,observed
10893,1,1.0,1,0.347,7,0.0,0,observed
10894,1,0.0,0,0.865,8,0.0,0,observed
10895,1,1.0,1,0.616,8,0.0,0,observed
10896,1,0.0,0,1.423,9,1.0,0,observed
10897,1,0.0,1,0.256,9,1.0,0,observed
10898,1,1.0,0,2.199,10,1.0,0,observed
10899,1,0.0,1,0.849,10,1.0,0,observed
10900,1,1.0,0,1.708,11,0.0,0,observed
10901,1,0.0,1,0.258,11,0.0,0,observed
10902,1,1.0,0,1.38,12,0.0,0,observed
10903,1,0.0,1,0.476,12,1.0,0,observed
10904,1,0.0,0,0.56,13,1.0,0,observed
10905,1,1.0,1,0.205,13,1.0,0,observed
10906,1,0.0,0,0.524,14,1.0,0,observed
10907,1,1.0,1,0.375,14,0.0,0,observed
10908,1,0.0,0,2.21,15,1.0,0,observed
10909,1,1.0,1,0.204,15,0.0,0,observed
10910,1,0.0,0,0.301,16,1.0,0,observed
10911,1,0.0,1,0.185,16,0.0,0,observed
10912,1,0.0,0,1.373,17,1.0,0,observed
10913,1,0.0,1,0.327,17,1.0,0,observed
10914,1,1.0,0,1.067,18,0.0,0,observed
10915,1,0.0,1,0.242,18,1.0,0,observed
10916,1,0.0,0,0.501,19,0.0,0,observed
10917,1,1.0,1,0.21,19,0.0,0,observed
10918,1,1.0,0,0.93,20,0.0,0,observed
10919,1,0.0,1,0.24,20,1.0,0,observed
10920,1,1.0,0,1.001,21,0.0,0,observed
10921,1,1.0,1,0.565,21,0.0,0,observed
10922,1,0.0,0,0.583,22,1.0,0,observed
10923,1,0.0,1,0.187,22,0.0,0,observed
10924,1,0.0,0,0.957,23,0.0,0,observed
10925,1,1.0,1,0.538,23,1.0,0,observed
10926,1,1.0,0,0.812,24,0.0,0,observed
10927,1,1.0,1,0.257,24,0.0,0,observed
10928,1,0.0,0,1.288,25,0.0,0,observed
10929,1,0.0,1,0.28,25,0.0,0,observed
10930,1,0.0,0,0.709,26,0.0,0,observed
10931,1,1.0,1,0.161,26,0.0,0,observed
10932,1,1.0,0,0.645,27,1.0,0,observed
10933,1,0.0,1,0.184,27,1.0,0,observed
10934,1,1.0,0,0.414,28,0.0,0,observed
10935,1,0.0,1,0.337,28,1.0,0,observed
10936,1,0.0,0,1.458,29,0.0,0,observed
10937,1,1.0,1,0.765,29,0.0,0,observed
10938,1,1.0,0,1.788,30,0.0,0,observed
10939,1,0.0,1,0.321,30,1.0,0,observed
10940,1,0.0,0,1.728,31,1.0,0,observed
10941,1,0.0,1,0.466,31,0.0,0,observed
10942,1,0.0,0,0.423,32,1.0,0,observed
10943,1,0.0,1,0.339,32,1.0,0,observed
10944,1,0.0,0,0.56,33,1.0,0,observed
10945,1,0.0,1,0.234,33,1.0,0,observed
10946,1,0.0,0,1.276,34,1.0,0,observed
10947,1,1.0,1,0.247,34,0.0,0,observed
10948,1,0.0,0,0.428,35,1.0,0,observed
10949,1,0.0,1,0.376,35,0.0,0,observed
10950,1,0.0,0,0.43,36,1.0,0,observed
10951,1,1.0,1,0.265,36,1.0,0,observed
10952,1,0.0,0,0.299,37,1.0,0,observed
10953,1,1.0,1,0.261,37,0.0,0,observed
10954,1,0.0,0,2.128,38,1.0,0,observed
10955,1,0.0,1,0.469,38,1.0,0,observed
10956,1,0.0,0,0.504,39,1.0,0,observed
10957,1,0.0,1,0.387,39,1.0,0,observed
10958,1,0.0,0,0.292,40,1.0,0,observed
10959,1,0.0,1,0.463,40,1.0,0,observed
10960,1,0.0,0,0.385,41,0.0,0,observed
10961,1,0.0,1,0.444,41,1.0,0,observed
10962,1,0.0,0,1.623,42,0.0,0,observed
10963,1,0.0,1,0.445,42,0.0,0,observed
10964,1,1.0,0,1.073,43,1.0,0,observed
10965,1,0.0,1,2.34,43,1.0,0,observed
10966,1,1.0,0,2.488,44,0.0,0,observed
10967,1,0.0,1,0.361,44,1.0,0,observed
10968,1,1.0,0,1.528,45,0.0,0,observed
10969,1,0.0,1,0.223,45,0.0,0,observed
10970,1,0.0,0,0.452,46,0.0,0,observed
10971,1,0.0,1,0.38,46,0.0,0,observed
10972,1,1.0,0,1.189,47,1.0,0,observed
10973,1,1.0,1,0.799,47,1.0,0,observed
10974,1,1.0,0,1.627,48,1.0,0,observed
10975,1,1.0,1,0.258,48,1.0,0,observed
10976,1,1.0,0,0.414,49,1.0,0,observed
10977,1,1.0,1,0.358,49,1.0,0,observed
10978,1,1.0,0,0.245,50,1.0,0,observed
10979,1,1.0,1,0.288,50,0.0,0,observed
10980,1,1.0,0,0.35,51,1.0,0,observed
10981,1,0.0,1,0.352,51,1.0,0,observed
10982,1,1.0,0,1.258,52,1.0,0,observed
10983,1,0.0,1,1.514,52,1.0,0,observed
10984,1,1.0,0,0.52,53,0.0,0,observed
10985,1,0.0,1,0.308,53,0.0,0,observed
10986,1,1.0,0,1.188,54,0.0,0,observed
10987,1,1.0,1,0.873,54,1.0,0,observed
10988,1,1.0,0,1.553,55,1.0,0,observed
10989,1,1.0,1,0.512,55,1.0,0,observed
10990,1,1.0,0,0.289,56,0.0,0,observed
10991,1,1.0,1,0.689,56,1.0,0,observed
10992,1,0.0,0,0.894,57,0.0,0,observed
10993,1,1.0,1,0.304,57,1.0,0,observed
10994,1,1.0,0,0.356,58,1.0,0,observed
10995,1,1.0,1,0.343,58,1.0,0,observed
10996,1,1.0,0,0.233,59,1.0,0,observed
10997,1,0.0,1,0.348,59,1.0,0,observed
10998,1,1.0,0,0.92,60,0.0,0,observed
10999,1,0.0,1,0.677,60,0.0,0,observed
11000,1,1.0,0,0.359,61,1.0,0,observed
11001,1,1.0,1,0.288,61,1.0,0,observed
11002,1,1.0,0,0.25,62,0.0,0,observed
11003,1,1.0,1,0.334,62,1.0,0,observed
11004,1,1.0,0,1.124,63,0.0,0,observed
11005,1,1.0,1,0.357,63,1.0,0,observed
11006,1,1.0,0,0.363,64,0.0,0,observed
11007,1,1.0,1,0.262,64,1.0,0,observed
11008,1,0.0,0,0.356,65,0.0,0,observed
11009,1,1.0,1,0.312,65,1.0,0,observed
11010,1,1.0,0,0.567,66,0.0,0,observed
11011,1,1.0,1,0.333,66,0.0,0,observed
11012,1,0.0,0,0.427,67,0.0,0,observed
11013,1,0.0,1,0.268,67,1.0,0,observed
11014,1,0.0,0,1.2,68,0.0,0,observed
11015,1,0.0,1,0.26,68,0.0,0,observed
11016,1,1.0,0,0.311,69,0.0,0,observed
11017,1,1.0,1,0.312,69,1.0,0,observed
11018,1,0.0,0,1.511,70,0.0,0,observed
11019,1,1.0,1,0.311,70,1.0,0,observed
11020,1,1.0,0,0.624,71,0.0,0,observed
11021,1,1.0,1,0.349,71,1.0,0,observed
11022,1,1.0,0,0.652,72,1.0,0,observed
11023,1,1.0,1,0.275,72,0.0,0,observed
11024,1,1.0,0,0.634,73,1.0,0,observed
11025,1,0.0,1,0.29,73,1.0,0,observed
11026,1,1.0,0,0.905,74,1.0,0,observed
11027,1,0.0,1,0.377,74,0.0,0,observed
11028,1,1.0,0,0.358,75,1.0,0,observed
11029,1,1.0,1,0.359,75,1.0,0,observed
11030,1,1.0,0,0.486,76,1.0,0,observed
11031,1,1.0,1,0.337,76,1.0,0,observed
11032,1,1.0,0,0.331,77,1.0,0,observed
11033,1,1.0,1,0.382,77,1.0,0,observed
11034,1,1.0,0,0.351,78,1.0,0,observed
11035,1,1.0,1,0.411,78,1.0,0,observed
11036,1,1.0,0,0.317,79,1.0,0,observed
11037,1,1.0,1,0.278,79,1.0,0,observed
11038,1,1.0,0,0.583,80,1.0,0,observed
11039,1,1.0,1,0.317,80,0.0,0,observed
11040,1,1.0,0,0.325,81,0.0,0,observed
11041,1,0.0,1,0.305,81,1.0,0,observed
11042,1,0.0,0,0.755,82,0.0,0,observed
11043,1,0.0,1,0.284,82,0.0,0,observed
11044,1,1.0,0,0.44,83,1.0,0,observed
11045,1,1.0,1,0.356,83,1.0,0,observed
11046,1,1.0,0,0.513,84,1.0,0,observed
11047,1,1.0,1,0.394,84,0.0,0,observed
11048,1,1.0,0,0.245,85,0.0,0,observed
11049,1,0.0,1,0.389,85,0.0,0,observed
11050,1,1.0,0,0.424,86,0.0,0,observed
11051,1,1.0,1,0.553,86,1.0,0,observed
11052,1,1.0,0,0.767,87,0.0,0,observed
11053,1,1.0,1,0.418,87,0.0,0,observed
11054,1,0.0,0,0.244,88,0.0,0,observed
11055,1,0.0,1,0.45,88,0.0,0,observed
11056,1,1.0,0,1.165,89,1.0,0,observed
11057,1,0.0,1,0.78,89,0.0,0,observed
11058,1,0.0,0,0.683,90,1.0,0,observed
11059,1,1.0,1,0.596,90,1.0,0,observed
11060,1,1.0,0,0.29,91,0.0,0,observed
11061,1,1.0,1,0.41,91,0.0,0,observed
11062,1,0.0,0,0.392,92,0.0,0,observed
11063,1,1.0,1,1.423,92,0.0,0,observed
11064,1,0.0,0,0.269,93,1.0,0,observed
11065,1,0.0,1,0.35,93,1.0,0,observed
11066,1,1.0,0,0.225,94,1.0,0,observed
11067,1,0.0,1,0.407,94,1.0,0,observed
11068,1,0.0,0,0.201,95,1.0,0,observed
11069,1,0.0,1,0.544,95,1.0,0,observed
11070,1,0.0,0,0.189,96,1.0,0,observed
11071,1,0.0,1,0.492,96,1.0,0,observed
11072,1,0.0,0,0.394,97,0.0,0,observed
11073,1,0.0,1,0.383,97,1.0,0,observed
11074,1,1.0,0,0.363,98,0.0,0,observed
11075,1,0.0,1,0.386,98,0.0,0,observed
11076,1,0.0,0,0.207,99,1.0,0,observed
11077,1,1.0,1,0.294,99,0.0,0,observed
11078,1,1.0,0,0.179,100,1.0,0,observed
11079,1,1.0,1,0.518,100,0.0,0,observed
11080,1,1.0,0,0.211,101,1.0,0,observed
11081,1,0.0,1,0.471,101,1.0,0,observed
11082,1,0.0,0,0.159,102,1.0,0,observed
11083,1,1.0,1,0.494,102,0.0,0,observed
11084,1,0.0,0,0.499,103,1.0,0,observed
11085,1,0.0,1,0.391,103,1.0,0,observed
11086,1,1.0,0,0.261,104,0.0,0,observed
11087,1,0.0,1,0.245,104,1.0,0,observed
11088,1,0.0,0,0.285,105,1.0,0,observed
11089,1,0.0,1,0.497,105,1.0,0,observed
11090,1,1.0,0,0.208,106,0.0,0,observed
11091,1,0.0,1,0.34,106,1.0,0,observed
11092,1,0.0,0,0.6,107,0.0,0,observed
11093,1,0.0,1,0.417,107,1.0,0,observed
11094,1,1.0,0,0.195,108,0.0,0,observed
11095,1,0.0,1,0.426,108,1.0,0,observed
