subj_idx,choice,reward,n_trials
1,2,1,320
1,1,-1,320
1,1,-1,320
1,2,1,320
1,2,1,320
1,2,1,320
1,2,1,320
1,2,1,320
1,1,-1,320
1,1,1,320
1,2,-1,320
1,2,-1,320
1,2,-1,320
1,2,1,320
1,2,1,320
1,1,-1,320
1,2,1,320
1,1,-1,320
1,2,1,320
1,1,-1,320
1,1,-1,320
1,2,-1,320
1,2,1,320
1,2,-1,320
1,1,1,320
1,1,1,320
1,1,-1,320
2,1,1,320
2,1,-1,320
2,1,-1,320
2,1,-1,320
2,1,1,320
2,1,1,320
2,2,1,320
2,1,1,320
2,2,1,320
2,1,1,320
2,2,-1,320
2,2,-1,320
2,2,-1,320
2,2,1,320
2,2,1,320
2,2,-1,320
2,2,-1,320
2,2,-1,320
2,1,-1,320
2,2,-1,320
2,1,-1,320
2,2,-1,320
2,2,-1,320
2,2,-1,320
2,1,1,320
2,1,-1,320
2,2,-1,320
2,2,1,320
2,1,-1,320
2,2,-1,320
2,1,1,320
2,1,1,320
2,1,1,320
2,1,1,320
2,1,1,320
2,1,1,320
2,1,1,320
2,1,1,320
2,1,1,320
2,1,1,320
2,1,-1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,-1,320
2,1,-1,320
2,1,-1,320
2,2,1,320
2,2,1,320
2,2,-1,320
2,2,-1,320
2,1,-1,320
2,2,1,320
2,2,-1,320
2,2,1,320
2,2,-1,320
2,2,1,320
2,1,-1,320
2,2,-1,320
2,1,1,320
2,1,1,320
2,1,-1,320
2,2,-1,320
2,2,1,320
2,2,-1,320
2,1,1,320
2,1,1,320
2,1,-1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,-1,320
2,1,-1,320
2,2,1,320
2,2,-1,320
2,2,-1,320
2,1,-1,320
2,2,1,320
2,2,1,320
2,1,1,320
2,1,-1,320
2,1,1,320
2,1,-1,320
2,1,1,320
2,1,-1,320
2,2,-1,320
2,1,-1,320
2,2,-1,320
2,2,-1,320
2,1,-1,320
2,2,-1,320
2,1,1,320
2,1,1,320
2,1,1,320
2,1,1,320
2,2,-1,320
2,1,1,320
2,1,1,320
2,1,-1,320
2,1,1,320
2,2,-1,320
2,1,1,320
2,1,1,320
2,1,1,320
2,1,1,320
2,1,1,320
2,1,1,320
2,1,1,320
2,1,1,320
2,2,-1,320
2,1,-1,320
2,2,-1,320
2,1,1,320
2,1,-1,320
2,2,1,320
2,2,1,320
2,2,-1,320
2,1,1,320
2,1,-1,320
2,2,1,320
2,1,-1,320
2,2,1,320
2,2,-1,320
2,2,1,320
2,1,1,320
2,2,1,320
2,1,1,320
2,1,-1,320
2,2,1,320
2,2,1,320
2,2,-1,320
2,2,1,320
2,1,-1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,1,320
2,2,-1,320
2,2,-1,320
2,2,1,320
2,2,1,320
2,1,1,320
2,2,1,320
2,2,1,320
2,1,-1,320
2,2,-1,320
2,2,1,320
3,1,-1,320
3,2,-1,320
3,1,-1,320
3,1,-1,320
3,1,-1,320
3,2,-1,320
3,2,1,320
3,2,-1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,-1,320
3,1,1,320
3,1,-1,320
3,2,-1,320
3,1,1,320
3,1,1,320
3,1,-1,320
3,2,-1,320
3,1,-1,320
3,1,-1,320
3,2,-1,320
3,2,-1,320
3,2,-1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,-1,320
3,2,-1,320
3,1,-1,320
3,1,1,320
3,1,1,320
3,1,-1,320
3,2,1,320
3,2,1,320
3,2,-1,320
3,2,-1,320
3,1,-1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,-1,320
3,1,1,320
3,1,-1,320
3,1,-1,320
3,2,1,320
3,2,1,320
3,2,-1,320
3,1,1,320
3,1,-1,320
3,1,1,320
3,1,-1,320
3,1,-1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,-1,320
3,1,-1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,-1,320
3,2,1,320
3,2,-1,320
3,1,-1,320
3,2,-1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,-1,320
3,2,-1,320
3,2,1,320
3,2,-1,320
3,1,1,320
3,1,1,320
3,1,-1,320
3,1,1,320
3,1,1,320
3,1,-1,320
3,2,-1,320
3,2,-1,320
3,1,-1,320
3,2,-1,320
3,2,-1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,-1,320
3,2,-1,320
3,1,-1,320
3,2,1,320
3,2,1,320
3,2,-1,320
3,2,1,320
3,2,-1,320
3,1,1,320
3,1,1,320
3,1,-1,320
3,2,-1,320
3,1,1,320
3,1,-1,320
3,2,-1,320
3,1,-1,320
3,2,1,320
3,2,1,320
3,2,-1,320
3,2,-1,320
3,2,1,320
3,2,-1,320
3,1,1,320
3,1,-1,320
3,1,-1,320
3,1,1,320
3,1,-1,320
3,1,1,320
3,1,-1,320
3,1,-1,320
3,2,1,320
3,1,-1,320
3,1,-1,320
3,1,1,320
3,1,1,320
3,1,1,320
3,1,-1,320
3,2,-1,320
3,1,1,320
3,1,-1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,1,320
3,2,1,320
4,1,-1,160
4,2,-1,160
4,1,1,160
4,2,-1,160
4,2,-1,160
4,2,-1,160
4,2,-1,160
4,1,-1,160
4,2,-1,160
4,2,1,160
4,1,-1,160
4,1,1,160
4,1,1,160
4,1,-1,160
4,2,1,160
4,2,-1,160
4,2,-1,160
4,1,1,160
4,1,1,160
4,2,1,160
4,2,1,160
4,1,1,160
4,1,1,160
4,1,1,160
4,1,1,160
4,1,1,160
4,2,-1,160
4,1,-1,160
4,2,1,160
4,2,-1,160
4,1,1,160
4,1,1,160
4,1,-1,160
4,2,1,160
4,2,-1,160
4,2,-1,160
4,2,-1,160
4,2,-1,160
4,1,1,160
4,1,1,160
4,1,1,160
4,1,-1,160
4,2,1,160
4,1,-1,160
4,1,-1,160
4,2,1,160
4,2,-1,160
4,1,1,160
4,1,-1,160
4,1,-1,160
4,1,-1,160
4,2,-1,160
4,1,-1,160
4,1,-1,160
4,2,1,160
4,2,1,160
4,2,-1,160
4,2,-1,160
4,2,1,160
4,2,1,160
4,1,-1,160
4,2,-1,160
4,1,1,160
4,1,1,160
4,1,1,160
4,2,1,160
4,1,-1,160
4,2,1,160
4,1,-1,160
4,1,1,160
4,1,-1,160
4,1,1,160
4,1,-1,160
4,1,-1,160
4,1,-1,160
4,1,-1,160
4,1,-1,160
4,1,-1,160
4,2,1,160
4,2,1,160
4,1,1,160
4,1,1,160
4,2,1,160
4,2,-1,160
4,2,-1,160
4,2,1,160
4,2,-1,160
4,1,1,160
4,1,-1,160
4,1,1,160
4,1,1,160
4,2,1,160
4,2,1,160
4,1,1,160
4,2,-1,160
4,1,1,160
4,2,1,160
4,1,1,160
4,1,1,160
4,2,1,160
4,2,1,160
4,1,1,160
4,1,1,160
4,1,1,160
4,2,-1,160
4,2,-1,160
4,2,1,160
4,2,-1,160
4,1,1,160
4,1,1,160
4,1,1,160
4,2,-1,160
4,2,1,160
4,2,-1,160
4,2,-1,160
4,2,-1,160
4,1,-1,160
4,1,1,160
4,1,1,160
4,1,-1,160
4,2,-1,160
4,1,1,160
4,1,1,160
4,1,1,160
4,1,-1,160
4,2,1,160
4,1,1,160
4,1,-1,160
4,2,1,160
4,2,1,160
4,2,1,160
4,1,1,160
4,2,1,160
4,2,1,160
4,2,1,160
4,2,1,160
4,1,-1,160
4,2,1,160
4,2,1,160
4,2,1,160
4,2,-1,160
4,1,-1,160
4,1,-1,160
4,1,1,160
4,1,1,160
4,2,-1,160
4,2,1,160
4,2,1,160
4,2,-1,160
4,1,-1,160
4,1,-1,160
4,1,-1,160
4,2,1,160
4,2,-1,160
4,2,1,160
4,2,1,160
4,1,-1,160
4,1,-1,160
4,2,1,160
4,2,1,160
5,1,1,320
5,2,-1,320
5,1,1,320
5,2,-1,320
5,1,-1,320
5,2,-1,320
5,2,1,320
5,1,1,320
5,1,1,320
5,2,-1,320
5,1,1,320
5,2,-1,320
5,1,-1,320
5,1,-1,320
5,2,-1,320
5,2,-1,320
5,1,-1,320
5,1,-1,320
5,2,-1,320
5,1,-1,320
5,2,-1,320
5,1,1,320
5,2,1,320
5,2,-1,320
5,2,1,320
5,1,1,320
5,1,1,320
5,2,-1,320
5,2,-1,320
5,1,1,320
5,1,1,320
5,2,-1,320
5,2,1,320
5,1,1,320
5,1,1,320
5,2,-1,320
5,1,1,320
5,2,-1,320
5,1,1,320
5,2,-1,320
5,1,1,320
5,2,-1,320
5,2,-1,320
5,1,-1,320
5,1,1,320
5,1,1,320
5,2,-1,320
5,2,1,320
5,1,-1,320
5,1,-1,320
5,1,1,320
5,1,1,320
5,1,-1,320
5,2,-1,320
5,1,1,320
5,2,1,320
5,2,1,320
5,1,-1,320
5,1,-1,320
5,1,-1,320
5,1,-1,320
5,2,1,320
5,2,1,320
5,2,1,320
5,1,1,320
5,2,1,320
5,1,-1,320
5,1,-1,320
5,2,1,320
5,1,-1,320
5,2,1,320
5,1,-1,320
5,2,1,320
5,2,1,320
5,1,-1,320
5,2,1,320
5,1,-1,320
5,1,-1,320
5,2,-1,320
5,2,1,320
5,2,1,320
5,2,1,320
5,1,1,320
5,2,1,320
5,1,1,320
5,2,-1,320
5,2,-1,320
5,2,1,320
5,1,-1,320
5,2,-1,320
5,1,1,320
5,2,-1,320
5,2,1,320
5,1,-1,320
5,1,-1,320
5,2,-1,320
5,1,1,320
5,1,-1,320
5,2,1,320
5,2,1,320
5,2,-1,320
5,1,1,320
5,2,-1,320
5,1,1,320
5,1,1,320
5,1,1,320
5,2,-1,320
5,2,-1,320
5,2,-1,320
5,2,-1,320
5,2,1,320
5,2,-1,320
5,1,1,320
5,1,1,320
5,2,-1,320
5,2,-1,320
5,1,1,320
5,2,-1,320
5,2,-1,320
5,1,1,320
5,2,-1,320
5,1,1,320
5,1,1,320
5,2,1,320
5,2,-1,320
5,1,-1,320
5,2,-1,320
5,1,-1,320
5,1,-1,320
5,1,-1,320
5,1,-1,320
5,2,1,320
5,2,1,320
5,2,1,320
5,2,-1,320
5,1,1,320
5,2,1,320
5,1,-1,320
5,2,1,320
5,1,1,320
5,1,1,320
5,1,-1,320
5,2,1,320
5,2,1,320
5,1,-1,320
5,2,1,320
5,1,-1,320
5,1,-1,320
5,2,1,320
5,1,-1,320
5,2,-1,320
5,1,1,320
5,1,-1,320
5,2,1,320
5,2,1,320
5,2,1,320
5,1,-1,320
5,2,1,320
5,2,1,320
5,1,1,320
6,2,1,320
6,1,1,320
6,2,-1,320
6,1,1,320
6,1,-1,320
6,2,-1,320
6,2,1,320
6,1,1,320
6,1,-1,320
6,1,1,320
6,1,-1,320
6,2,-1,320
6,1,1,320
6,1,1,320
6,1,-1,320
6,2,-1,320
6,1,1,320
6,2,1,320
6,1,1,320
6,2,-1,320
6,1,1,320
6,1,1,320
6,1,1,320
6,1,1,320
6,1,-1,320
6,1,-1,320
6,1,1,320
6,2,-1,320
6,2,-1,320
6,2,-1,320
6,1,-1,320
6,1,1,320
6,1,1,320
6,2,-1,320
6,2,1,320
6,1,-1,320
6,1,-1,320
6,1,1,320
6,2,-1,320
6,1,1,320
6,1,1,320
6,1,1,320
6,1,-1,320
6,2,1,320
6,2,1,320
6,1,-1,320
6,2,-1,320
6,1,1,320
6,1,-1,320
6,2,-1,320
6,1,-1,320
6,1,1,320
6,1,-1,320
6,1,-1,320
6,2,1,320
6,1,-1,320
6,2,-1,320
6,1,1,320
6,1,1,320
6,2,1,320
6,2,1,320
6,1,-1,320
6,2,1,320
6,1,-1,320
6,1,1,320
6,2,1,320
6,1,-1,320
6,2,1,320
6,1,-1,320
6,1,1,320
6,1,1,320
6,1,1,320
6,1,-1,320
6,2,-1,320
6,2,-1,320
6,2,1,320
6,2,1,320
6,1,-1,320
6,2,1,320
6,2,1,320
6,2,-1,320
6,1,1,320
6,1,-1,320
6,1,1,320
6,2,-1,320
6,1,1,320
6,1,-1,320
6,1,1,320
6,1,1,320
6,2,1,320
6,1,-1,320
6,2,-1,320
6,2,1,320
6,2,-1,320
6,2,1,320
6,2,-1,320
6,2,1,320
6,2,1,320
6,1,-1,320
6,2,1,320
6,2,-1,320
6,1,1,320
6,1,1,320
6,1,1,320
6,2,1,320
6,1,1,320
6,2,1,320
6,1,1,320
6,1,1,320
6,1,1,320
6,1,1,320
6,2,-1,320
6,2,-1,320
6,2,-1,320
6,1,1,320
6,2,-1,320
6,1,1,320
6,2,-1,320
6,1,1,320
6,2,1,320
6,2,1,320
6,1,-1,320
6,1,-1,320
6,2,-1,320
6,1,1,320
6,2,1,320
6,2,1,320
6,1,-1,320
6,2,1,320
6,1,1,320
6,2,1,320
6,2,1,320
6,2,1,320
6,2,-1,320
6,2,1,320
6,1,-1,320
6,1,-1,320
6,1,1,320
6,1,-1,320
6,1,-1,320
6,1,-1,320
6,1,1,320
6,1,-1,320
6,1,1,320
6,1,1,320
6,1,1,320
6,2,1,320
6,1,-1,320
6,2,1,320
6,1,-1,320
6,2,1,320
6,2,-1,320
6,2,1,320
6,1,-1,320
6,1,-1,320
6,2,1,320
6,2,1,320
6,1,1,320
6,2,1,320
6,1,-1,320
7,1,1,320
7,1,1,320
7,1,-1,320
7,2,1,320
7,1,1,320
7,1,1,320
7,2,-1,320
7,1,1,320
7,2,-1,320
7,2,1,320
7,1,1,320
7,2,1,320
7,2,-1,320
7,2,-1,320
7,1,-1,320
7,1,1,320
7,2,1,320
7,1,-1,320
7,1,-1,320
7,2,1,320
7,1,1,320
7,2,1,320
7,2,-1,320
7,2,1,320
7,2,-1,320
7,2,-1,320
7,2,-1,320
7,1,1,320
7,1,1,320
7,2,-1,320
7,1,1,320
7,1,1,320
7,1,1,320
7,1,-1,320
7,1,-1,320
7,1,1,320
7,2,-1,320
7,1,1,320
7,2,-1,320
7,2,-1,320
7,1,-1,320
7,2,1,320
7,1,-1,320
7,1,-1,320
7,1,-1,320
7,1,1,320
7,1,1,320
7,1,1,320
7,2,1,320
7,1,1,320
7,1,1,320
7,2,1,320
7,2,1,320
7,2,1,320
7,1,1,320
7,2,-1,320
7,2,-1,320
7,1,-1,320
7,2,1,320
7,2,1,320
7,2,1,320
7,1,-1,320
7,2,-1,320
7,2,1,320
7,1,-1,320
7,2,1,320
7,1,-1,320
7,1,-1,320
7,2,-1,320
7,2,-1,320
7,2,1,320
7,2,-1,320
7,1,-1,320
7,2,1,320
7,1,-1,320
7,1,-1,320
7,1,-1,320
7,2,1,320
7,2,1,320
7,1,-1,320
7,1,1,320
7,2,-1,320
7,1,1,320
7,1,-1,320
7,1,1,320
7,2,1,320
7,2,1,320
7,1,-1,320
7,1,1,320
7,1,1,320
7,1,1,320
7,1,1,320
7,1,1,320
7,2,1,320
7,2,-1,320
7,2,-1,320
7,2,-1,320
7,1,1,320
7,2,1,320
7,1,1,320
7,2,1,320
7,2,-1,320
7,1,-1,320
7,2,-1,320
7,2,-1,320
7,1,1,320
7,2,-1,320
7,1,-1,320
7,2,-1,320
7,1,-1,320
7,2,-1,320
7,2,-1,320
7,2,-1,320
7,1,1,320
7,2,-1,320
7,1,1,320
7,1,-1,320
7,2,-1,320
7,2,-1,320
7,1,-1,320
7,1,-1,320
7,2,-1,320
7,2,1,320
7,1,-1,320
7,1,-1,320
7,1,1,320
7,2,1,320
7,2,1,320
7,1,-1,320
7,2,-1,320
7,1,-1,320
7,1,1,320
7,2,1,320
7,1,-1,320
7,2,1,320
7,2,-1,320
7,1,-1,320
7,2,1,320
7,2,1,320
7,2,-1,320
7,1,1,320
7,1,-1,320
7,2,1,320
7,2,1,320
7,2,1,320
7,2,-1,320
7,2,1,320
7,2,-1,320
7,2,1,320
7,2,1,320
7,1,1,320
7,1,-1,320
7,1,-1,320
7,1,1,320
7,2,-1,320
7,2,1,320
7,2,1,320
7,2,1,320
7,2,1,320
7,2,1,320
8,1,1,320
8,2,-1,320
8,1,-1,320
8,1,1,320
8,1,-1,320
8,1,-1,320
8,1,1,320
8,2,-1,320
8,1,1,320
8,1,-1,320
8,1,-1,320
8,2,1,320
8,1,1,320
8,2,1,320
8,2,1,320
8,2,1,320
8,1,1,320
8,2,-1,320
8,2,1,320
8,1,1,320
8,1,1,320
8,1,1,320
8,1,1,320
8,1,1,320
8,2,-1,320
8,1,1,320
8,2,-1,320
8,2,-1,320
8,2,-1,320
8,2,1,320
8,2,-1,320
8,1,1,320
8,2,-1,320
8,1,1,320
8,1,1,320
8,2,-1,320
8,2,-1,320
8,1,1,320
8,2,-1,320
8,2,-1,320
8,1,-1,320
8,2,-1,320
8,1,1,320
8,1,-1,320
8,2,1,320
8,1,-1,320
8,2,-1,320
8,1,-1,320
8,1,1,320
8,1,1,320
8,2,-1,320
8,2,1,320
8,2,1,320
8,1,1,320
8,1,-1,320
8,1,-1,320
8,1,-1,320
8,2,1,320
8,2,1,320
8,2,1,320
8,1,-1,320
8,1,-1,320
8,1,1,320
8,1,-1,320
8,1,-1,320
8,2,1,320
8,1,1,320
8,2,-1,320
8,1,1,320
8,1,-1,320
8,2,1,320
8,1,-1,320
8,2,1,320
8,1,-1,320
8,2,1,320
8,1,-1,320
8,1,1,320
8,2,1,320
8,2,1,320
8,1,-1,320
8,1,-1,320
8,1,-1,320
8,2,-1,320
8,1,1,320
8,2,-1,320
8,2,-1,320
8,1,1,320
8,2,-1,320
8,1,-1,320
8,2,-1,320
8,1,1,320
8,1,1,320
8,2,-1,320
8,1,1,320
8,2,-1,320
8,1,-1,320
8,2,-1,320
8,1,-1,320
8,1,1,320
8,1,-1,320
8,2,-1,320
8,2,-1,320
8,2,1,320
8,1,1,320
8,2,-1,320
8,1,1,320
8,1,-1,320
8,2,-1,320
8,1,1,320
8,2,-1,320
8,1,-1,320
8,1,1,320
8,2,1,320
8,2,-1,320
8,2,-1,320
8,2,1,320
8,2,1,320
8,2,-1,320
8,1,1,320
8,2,-1,320
8,1,-1,320
8,1,-1,320
8,2,1,320
8,1,-1,320
8,1,-1,320
8,2,-1,320
8,1,1,320
8,1,1,320
8,2,1,320
8,1,1,320
8,1,-1,320
8,2,1,320
8,2,-1,320
8,2,1,320
8,2,1,320
8,1,1,320
8,1,-1,320
8,2,-1,320
8,1,-1,320
8,2,1,320
8,1,1,320
8,2,1,320
8,2,-1,320
8,2,-1,320
8,1,-1,320
8,2,1,320
8,2,1,320
8,2,1,320
8,1,-1,320
8,2,1,320
8,2,1,320
8,2,1,320
8,2,1,320
8,2,1,320
8,2,1,320
8,1,-1,320
8,2,1,320
8,2,-1,320
8,2,1,320
8,2,-1,320
9,1,-1,320
9,1,1,320
9,2,-1,320
9,1,-1,320
9,2,1,320
9,2,1,320
9,2,1,320
9,2,-1,320
9,1,1,320
9,1,1,320
9,1,1,320
9,1,1,320
9,1,1,320
9,2,-1,320
9,1,1,320
9,1,1,320
9,2,1,320
9,1,-1,320
9,2,1,320
9,1,-1,320
9,1,1,320
9,1,1,320
9,1,1,320
9,2,-1,320
9,2,-1,320
9,1,1,320
9,1,1,320
9,1,-1,320
9,2,-1,320
9,2,1,320
9,1,1,320
9,1,1,320
9,1,-1,320
9,1,-1,320
9,2,-1,320
9,1,1,320
9,1,1,320
9,1,1,320
9,1,1,320
9,1,1,320
9,1,1,320
9,1,-1,320
9,2,1,320
9,2,1,320
9,1,-1,320
9,1,1,320
9,1,-1,320
9,1,-1,320
9,1,1,320
9,1,1,320
9,1,-1,320
9,1,1,320
9,1,-1,320
9,1,-1,320
9,1,1,320
9,1,-1,320
9,1,-1,320
9,1,-1,320
9,1,-1,320
9,1,1,320
9,1,-1,320
9,1,1,320
9,1,-1,320
9,1,-1,320
9,2,-1,320
9,1,1,320
9,2,-1,320
9,2,1,320
9,2,1,320
9,2,-1,320
9,1,-1,320
9,1,-1,320
9,1,-1,320
9,1,-1,320
9,1,-1,320
9,1,-1,320
9,1,-1,320
9,2,1,320
9,1,-1,320
9,2,1,320
9,2,-1,320
9,2,-1,320
9,1,1,320
9,1,1,320
9,2,-1,320
9,2,-1,320
9,1,1,320
9,1,1,320
9,1,1,320
9,1,-1,320
9,2,-1,320
9,1,1,320
9,2,1,320
9,1,1,320
9,2,-1,320
9,1,1,320
9,1,-1,320
9,2,-1,320
9,2,1,320
9,2,-1,320
9,1,-1,320
9,1,1,320
9,1,-1,320
9,2,-1,320
9,2,-1,320
9,1,1,320
9,1,1,320
9,1,-1,320
9,1,1,320
9,1,1,320
9,1,1,320
9,2,1,320
9,1,1,320
9,1,-1,320
9,1,-1,320
9,1,1,320
9,1,-1,320
9,1,1,320
9,2,1,320
9,1,1,320
9,2,1,320
9,1,1,320
9,1,1,320
9,2,-1,320
9,1,-1,320
9,1,1,320
9,1,1,320
9,1,-1,320
9,1,-1,320
9,2,1,320
9,1,-1,320
9,1,-1,320
9,2,1,320
9,1,-1,320
9,2,-1,320
9,1,-1,320
9,1,-1,320
9,2,1,320
9,1,-1,320
9,1,1,320
9,1,-1,320
9,2,-1,320
9,2,1,320
9,2,1,320
9,2,1,320
9,2,-1,320
9,1,1,320
9,1,-1,320
9,1,-1,320
9,2,-1,320
9,1,-1,320
9,2,1,320
9,2,1,320
9,1,1,320
9,2,1,320
9,1,-1,320
9,1,-1,320
9,2,-1,320
9,2,1,320
9,2,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,2,-1,320
10,1,1,320
10,2,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,-1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,-1,320
10,1,1,320
10,1,-1,320
10,1,1,320
10,1,-1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,-1,320
10,1,-1,320
10,1,1,320
10,1,1,320
10,1,-1,320
10,1,1,320
10,1,1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,1,320
10,1,-1,320
10,1,1,320
10,1,1,320
10,1,-1,320
10,1,-1,320
10,1,1,320
10,1,1,320
10,1,-1,320
10,1,-1,320
10,1,1,320
10,1,-1,320
10,1,1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,-1,320
10,1,1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,1,320
10,1,-1,320
10,1,1,320
10,1,1,320
10,1,-1,320
10,1,1,320
10,1,-1,320
10,1,-1,320
10,2,1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,-1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,-1,320
10,1,-1,320
10,1,1,320
10,1,1,320
10,1,-1,320
10,2,-1,320
10,1,1,320
10,1,1,320
10,1,-1,320
10,2,1,320
10,2,1,320
10,2,1,320
10,2,1,320
10,2,1,320
10,2,1,320
10,2,-1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,1,320
10,1,-1,320
10,2,1,320
10,2,1,320
10,2,1,320
10,2,1,320
10,2,1,320
10,2,-1,320
10,1,-1,320
10,1,-1,320
10,2,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
10,1,-1,320
11,2,1,320
11,1,1,320
11,2,-1,320
11,2,-1,320
11,1,1,320
11,1,1,320
11,1,-1,320
11,1,1,320
11,1,1,320
11,1,-1,320
11,1,1,320
11,1,1,320
11,1,1,320
11,1,-1,320
11,1,1,320
11,2,-1,320
11,1,1,320
11,1,1,320
11,1,1,320
11,1,-1,320
11,1,1,320
11,1,-1,320
11,1,-1,320
11,1,-1,320
11,1,1,320
11,2,-1,320
11,1,-1,320
11,1,1,320
11,1,1,320
11,2,-1,320
11,2,-1,320
11,1,1,320
11,1,-1,320
11,1,1,320
11,2,-1,320
11,1,1,320
11,1,1,320
11,2,1,320
11,1,1,320
11,1,-1,320
11,1,-1,320
11,1,-1,320
11,2,1,320
11,2,-1,320
11,1,1,320
11,2,-1,320
11,1,-1,320
11,1,1,320
11,1,-1,320
11,2,-1,320
